sample,Video Title,Video URL,Publish Date,Video Category,Comment,H/NH,Target Group,Hate Category,explanation
13035,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আমি তোমােদের বারবার দেখি আর আললার কাছে দোয়া করেছি তোমাদের কারও যেন কোন খতি নাহয়,NH,,,"এই কথাগুলোতে বক্তা অন্যদের মঙ্গল কামনা করছেন এবং তাঁদের জন্য প্রার্থনা করছেন। এখানে সহানুভূতি ও শুভকামনা প্রকাশ পেয়েছে, বিদ্বেষের লেশমাত্র নেই।"
13036,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এই বক্তব্য যখন শুনেছিলাম সেদিনও বিশ্বাস হয়নি যে এর বাস্তবতা ঘটবে আলহামদুলিল্লাহ অবশেষে ঘটে গেল,NH,,,"কথাগুলো একটি ব্যক্তিগত অভিজ্ঞতার প্রতি কৃতজ্ঞতা প্রকাশ করছে, যেখানে একটি ঘটনা বাস্তবে পরিণত হওয়ায় বক্তা আনন্দিত। এখানে কারও প্রতি ঘৃণা বা বিদ্বেষ নেই, বরং একটি ইতিবাচক অনুভূতি প্রকাশ করা হয়েছে।"
13037,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আজও শুনছি ২৮-০৯-২৪ লোম দাঁড়িয়ে যায়,NH,,,"কথাগুলো শুনে বক্তার শরীরে শিহরণ জেগেছে, এই অনুভূতি প্রকাশ পেয়েছে। এখানে কেবল একটি ব্যক্তিগত অভিজ্ঞতা বর্ণিত হয়েছে, বিদ্বেষ ছড়ানোর মতো কিছু নেই।"
13038,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সঠিক সময় সঠিক সিদ্ধান্ত নেওয়ার জন্য।বৈষম্য বিরোধী ছাত্র আন্দোলনের সকল ভাই বোনদের জানাই আন্তরিক শুভেচ্ছা,NH,,,"এখানে একটি বিশেষ প্রেক্ষাপটে ছাত্র আন্দোলনের কর্মীদের শুভেচ্ছা জানানো হয়েছে। এটি একটি ইতিবাচক বার্তা, যেখানে কোনও ব্যক্তি বা গোষ্ঠীর প্রতি বিদ্বেষ বা বৈষম্যমূলক আচরণের ইঙ্গিত নেই।"
13039,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সাল ২০২৪ ইতিহাসের অংশ হয়ে থাকবে।,NH,,,"বছর ২০২৪ কেবল সময়ের ধারায় একটি ঐতিহাসিক পর্যায়, যেখানে ভালো-মন্দ অনেক কিছুই ঘটেছে। এই মন্তব্যে বিশেষ কোনো ব্যক্তি, জাতি, বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই।"
13040,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,কথাগুলো শুনলে বুকের মধ্যে চিলিক মেরে ওঠে আহহহ তখন ভাবছিলাম হাসিনা হয়তো এই ছেলেগুলোরে মেরে ফেলবে কত না ভয় পাইছিলাম আল্লাহ তুমি সহায় হও আল্লাহ আমাদের সাথে ছিল,NH,,,"এখানে বক্তা তাঁর গভীর আবেগ ও উদ্বেগের কথা বলছেন। হাসিনা নামের কেউ হয়তো ছেলেদের মারতে পারে, এই ভয়ে তিনি কাতর, কিন্তু এই বক্তব্যে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই। বরং, এটি একটি অসহায় অবস্থার বর্ণনা, যেখানে তিনি ঈশ্বরের সাহায্য চেয়েছেন।"
13041,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সেপ্টেম্বরে কে কে দেখছেন? আহা চোখের শান্তি,NH,,,"এখানে কেবল একটি সাধারণ জিজ্ঞাসা এবং ভালো লাগার অভিব্যক্তি প্রকাশ পেয়েছে। চোখের শান্তি বলাটা রূপক অর্থে ব্যবহৃত, যা কোনো ব্যক্তি বা গোষ্ঠীকে আঘাত করে না।"
13042,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"সরকারে পতনের দেড়-মাস পরে এসেও সেই ঐতিহাসিক মূহুর্তের ভিডিওটা দেখছি,",NH,,,"সরকারের পতন হওয়ার পরের একটা সময়ের কথা বলা হচ্ছে, যেখানে বক্তা একটি ভিডিও দেখছেন। এটা কেবল একটা ঘটনার প্রতি আকর্ষণ বা স্মৃতিচারণ, এখানে কাউকে ঘৃণা বা ছোট করা হয়নি।"
13043,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,খেয়াল করছেন কেউ.... মাহফুজ আলম ঠিক পেছনেই নাহিদ ইসলামের...,NH,,,"আলোচনাটি সম্ভবত একটি ঘটনার বর্ণনা, যেখানে দুই ব্যক্তির অবস্থান উল্লেখ করা হয়েছে। এখানে কাউকে ছোট করা বা ঘৃণা ছড়ানোর মতো কিছু নেই।"
13044,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,ভিডিও গুলো কয়েক দিন পর পর দেখি।গায়ের লোম শিউরে ওঠে।,NH,,,"এখানে বক্তা তাঁর ভালো লাগার কথা বলছেন এবং তাঁর শরীরে যে অনুভূতি হচ্ছে, সেটার বর্ণনা দিচ্ছেন। এটা নিতান্তই ব্যক্তিগত ভালো লাগার বহিঃপ্রকাশ, এখানে বিদ্বেষমূলক কিছু নেই।"
13045,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সেই জ্বালাময়ী ভাষণ,NH,,,"ভাষণটির তীব্রতা বোঝানো হয়েছে, কিন্তু এখানে বিদ্বেষ ছড়ানোর মতো কিছু নেই।"
13046,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,জনগণের উচিৎ এই ছাত্রদের পিছনে না লেগে এদের প্রতি কৃতগ্গ থাকা,NH,,,"এখানে ছাত্রদের প্রতি কৃতজ্ঞতা প্রকাশের কথা বলা হয়েছে। সমালোচনার পরিবর্তে তাদের অবদানের স্বীকৃতি দেওয়ার একটা আহ্বান রয়েছে, যা বিদ্বেষ ছড়ায় না।"
13047,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আজকেও শুনলাম।গায়ের লম দারিয়ে গেলো,NH,,,"অনুভূতি প্রকাশের এই সরল স্বীকারোক্তিতে শারীরিক অভিজ্ঞতার কথা বলা হয়েছে, যেখানে বিদ্বেষ বা ঘৃণার লেশমাত্র নেই। বরং, এটি একটি স্বাভাবিক আবেগিক প্রকাশ।"
13048,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"একটি ঐতিহাসিক মুহূর্ত, মনে থাকবে প্রজন্ম থেকে প্রজন্ম,,",NH,,,"এই কথাগুলো একটি বিশেষ মুহূর্তের গুরুত্ব তুলে ধরে, যা সাধারণভাবে মানুষ মনে রাখে। এখানে কোনো ব্যক্তি বা সম্প্রদায়ের প্রতি বিদ্বেষ নেই, বরং এটি একটি স্মৃতিচারণমূলক অভিব্যক্তি।"
13049,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সর্বনাশ কথাগুলো মিলে গেলো কিভাবে???,NH,,,"আশ্চর্য! কথাগুলো মিলে যাওয়ায় বিস্ময় প্রকাশ করা হয়েছে, যেখানে কাউকে দোষ দেওয়া বা ঘৃণা ছড়ানোর উদ্দেশ্য নেই।"
13050,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,ইতিহাসের স্বাক্ষী হয়ে থাকবো এই দিন টার,NH,,,"এখানে বক্তা একটি বিশেষ দিনের ঐতিহাসিক গুরুত্বের কথা বলছেন, যা নিতান্তই একটি ব্যক্তিগত অনুভূতি। এই মন্তব্যে ঘৃণা বা বিদ্বেষ ছড়ানোর মতো কিছুই নেই।"
13051,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,২৫ সেপ্টেম্বর ২০২৪ রাত ১টা ৫৪ মিনিট আবার শুনছি ️ গায়ের লোম দাঁড়িয়ে যাচ্ছে সেই দিন গুলার কথা মনে পরছে,NH,,,"এখানে বক্তা একটি নির্দিষ্ট সময়ের স্মৃতিচারণ করছেন এবং সেই সময়ের অনুভূতি প্রকাশ করছেন। তাঁর ব্যক্তিগত আবেগ এবং স্মৃতির প্রতি সম্মান জানানো হয়েছে, কিন্তু এতে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই।"
13052,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,পরশু নয় কালকেই লং মার্চ টু ঢাকা!! ইতিহাসের সেরা সিদ্ধান্ত ছিলো,NH,,,"এখানে একটি রাজনৈতিক কর্মসূচির কথা বলা হয়েছে এবং একটি সিদ্ধান্তকে সেরা বলা হয়েছে। এখানে কোনো ব্যক্তি, জাতি, বা গোষ্ঠীকে উদ্দেশ্য করে খারাপ কিছু বলা হয়নি, তাই এটি বিদ্বেষপূর্ণ নয়।"
13053,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এই ভাষণটিই ঐতিহাসিক ভাষণ। ২০২৪ সালে জুলাই মাসের যুদ্ধের। বীর সন্তানরা স্যালুট তোমাদের।,NH,,,"ভাষণটির ঐতিহাসিক গুরুত্বের কথা বলা হয়েছে এবং বীর সন্তানদের অভিবাদন জানানো হয়েছে। এখানে দেশপ্রেমের একটি আবেগ প্রকাশ পেয়েছে, কিন্তু এতে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই।"
13054,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"""বিপদ যত বড়োই হোক না কেনো, সাহায্যকারী হিসাবে আল্লাহ তালায় যথেষ্ট।"" আলহামদুলিল্লাহ ,,,আলহামদুলিল্লাহ আজ স্বাধীন",NH,,,"বিপদ থেকে উদ্ধার পাওয়ার জন্য সৃষ্টিকর্তার ওপর ভরসা রাখার কথা বলা হয়েছে, যা একটি ব্যক্তিগত বিশ্বাস। এখানে কাউকে আঘাত বা ছোট করা হয়নি, বরং একটি ইতিবাচক মনোভাব প্রকাশ করা হয়েছে।"
13055,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,না‌হিদ ভাই‌য়ের পেছ‌নে কি বর্তমা‌নে ডক্টর ইউনু‌সের বি‌শেষ উপ‌দেস্টা মাহফুজ ?,NH,,,"এখানে কেবল একটি প্রশ্ন করা হয়েছে, যেখানে নাহিদ ভাইয়ের পেছনে কে দাঁড়িয়ে আছেন, তা জানতে চাওয়া হয়েছে। এটি কোনও ব্যক্তি বা গোষ্ঠীকে আক্রমণ বা হেয় করার উদ্দেশ্যে করা হয়নি।"
13056,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আমি ১৯৭১ দেখিনাই তবে ২০২৪ দেখেছি। লাল সালাম হে বীর মুক্তিযোদ্ধা,NH,,,এখানে ১৯৭১ সালের মুক্তিযুদ্ধের প্রতি সম্মান জানানো হয়েছে এবং মুক্তিযোদ্ধাদের লাল সালাম জানানোর মাধ্যমে শ্রদ্ধা জ্ঞাপন করা হয়েছে। এতে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি বিদ্বেষ বা ঘৃণা প্রকাশ করা হয়নি।
13057,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"মনে হয়, ২০ বার দেখছি। ️‍",NH,,,"কথাটা বলার ধরনে বোঝা যাচ্ছে, বক্তা হয়তো সিনেমাটি খুব পছন্দ করেন এবং বারবার দেখছেন। এটা নিতান্তই ভালোলাগার বহিঃপ্রকাশ, বিদ্বেষ ছড়ানোর কোনো উদ্দেশ্য নেই।"
13058,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এই ঘোষণা যেদিন হয় তখনই জমে উঠেছে জনগণের খেলা তার পর সময় ২দিনে স্বাধীনতালাভ করে,NH,,,"ঘটনাটি বর্ণনা করা হয়েছে, যেখানে জনগণের উৎসাহ ও দ্রুত স্বাধীনতা লাভের কথা বলা হয়েছে। এখানে কোনো ব্যক্তি, জাতি, বা গোষ্ঠীকে ঘৃণা বা আক্রমণ করা হয়নি।"
13059,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,যতবার এ ভাষণটা শুনে চোখের পানি চলে আসে অঝোরে কান্না করিকেননা আজকে মনটা ভরে গেছে,NH,,,"ভাষণটির প্রতি গভীর আবেগ এবং ভালোলাগা থেকে কথাগুলো বলা হয়েছে, যেখানে বক্তার ব্যক্তিগত অনুভূতি প্রকাশ পেয়েছে। এখানে কাউকে আঘাত বা ছোট করা হয়নি।"
13060,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এ যেন ৭ মার্চের ঐতিহাসিক ভাষন,NH,,,"ভাষার ব্যবহারটি একটি বিশেষ ঘটনার প্রতি সম্মান জানাচ্ছে। এখানে কোন ব্যক্তি, সম্প্রদায় বা গোষ্ঠীকে আক্রমণ বা হেয় করা হয়নি, বরং একটি ঐতিহাসিক মুহূর্তের প্রতি শ্রদ্ধা জানানো হয়েছে।"
13061,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,একন দেখি মনে হচ্ছে মেজিক একটা হটাত কি করতে কি হলো?,NH,,,"কথাগুলো অনেকটা যেন আপন মনে ভাবা, হঠাৎ করে কিছু একটা হয়ে যাওয়ায় বিস্ময় প্রকাশ করা হয়েছে—এখানে কাউকে আঘাত করার বা ঘৃণা ছড়ানোর উদ্দেশ্য নেই।"
13062,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আজ স্বাধীনতা কে আমাদের ধরে রাখতে হবে ️,NH,,,"দেশের স্বাধীনতা রক্ষা করার কথা বলা হয়েছে, যা একটি স্বাভাবিক উদ্বেগের প্রকাশ। এখানে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই।"
13063,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,বার বার শুনতে ইচ্ছা করে,NH,,,"কথাগুলো বারবার শোনার ইচ্ছের কথা বলা হয়েছে, এটা ভালো লাগার বহিঃপ্রকাশ। এখানে খারাপ কিছু নেই।"
13064,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,21 sep 2024 ...দরকার হলে আবারও এক দফা দাবি দিতে পিছু হটবো না কিন্তু দেশকে সুন্দর স্বাধীন বাংলাদেশে করেই ছাড়বো ইনশাল্লাহ .. বিএনপি যেমন জ্বালাচ্ছে এর জন্য বললাম,NH,,,"এখানে দেশপ্রেমের একটি দৃঢ় অঙ্গীকার ব্যক্ত হয়েছে, যেখানে একটি রাজনৈতিক দলের কার্যকলাপের সমালোচনা করা হয়েছে বটে, তবুও এতে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ ছড়ানো হয়নি। বরং, এটি একটি ইতিবাচক ভবিষ্যতের প্রত্যাশার কথা বলছে।"
13065,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,তোদের জন্য আজিবন দোয়া রইল,NH,,,"এই বাক্যে বক্তা আন্তরিকভাবে কারও জন্য আজীবন দোয়া করছেন। এটি একটি শুভেচ্ছামূলক অভিব্যক্তি, যেখানে কোনও বিদ্বেষ বা ঘৃণার প্রকাশ নেই।"
13066,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,- এই বক্তব্যটি শেখ হাসিনা নিজে লাইভ দেখেছিলেন।,NH,,,"এখানে একটি তথ্য প্রকাশ করা হয়েছে যে শেখ হাসিনা নিজে একটি লাইভ দেখেছিলেন। এটি একটি সাধারণ বিবৃতি, যেখানে কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষমূলক মনোভাব নেই।"
13067,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,জাতীয় নেতা নাহিদ ভাই।,NH,,,"নাহিদ ভাইকে জাতীয় নেতা বলা হয়েছে, এটা একটা সম্মানজনক সম্বোধন। এখানে প্রশংসা আছে, কিন্তু কোনো ঘৃণা বা বিদ্বেষ নেই।"
13068,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,কথা বলি যতবার শুনি ততবার ভালো লাগে,NH,,,"কথাগুলো যতবার শুনছি, ভালো লাগাটা যেন আরও বাড়ছে—এতে কেবল ভালো লাগার অনুভূতি প্রকাশ পেয়েছে, কাউকে আঘাত করার বা ঘৃণা ছড়ানোর কোনো উদ্দেশ্য নেই।"
13069,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"স্মৃতি হিসেবে এই কমেন্টটা রেখে গেলাম 20.09.2024 আবার ২০৫০ সালে আল্লাহ তায়ালা বাঁচায় রাখলে এসে দেখবো। আমার বাড়ি,"" জেলাঃফরিদপুর, উপজেলাঃসালথা, গ্রামঃ ইউসুফদিয়া। নামঃ মোঃ ইয়াহিয়া মোল্লা",NH,,,"এখানে বক্তা একটি স্মৃতিচিহ্ন হিসেবে তারিখসহ নিজের পরিচয় দিয়েছেন এবং ভবিষ্যতে দেখার আশা রেখেছেন। এটা নিতান্তই ব্যক্তিগত স্মৃতি রক্ষার প্রচেষ্টা, যেখানে বিদ্বেষ ছড়ানোর মতো কিছুই নেই।"
13070,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"২৪ সালের স্বাধীনতার ভাষণ যা মানুষকে উদ্বুদ্ধ করে নতুন করে বাংলাদেশ স্বাধীন হয়েছে।, কমেন্ট করে গেলাম কেউ লাইক দিলে আবারো এই ঐতিহাসিক ভাষণ শুনতে আসবো। সকল ২৪ শের শহীদের লাল সালাম",NH,,,"এখানে মূলত একটি ঐতিহাসিক ঘটনার প্রতি শ্রদ্ধা জানানো হয়েছে এবং বক্তা সেই ঘটনা থেকে অনুপ্রেরণা লাভ করেছেন। এই মন্তব্যে দেশপ্রেমের প্রকাশ আছে, কিন্তু কোনো ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ নেই।"
13071,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আলহামদুলিল্লাহ আলহামদুলিল্লাহ অনেক ধন্যবাদ বাংলা দেশ স্বাধীন দেশ এগিয়ে জাবো বাংলা দেশ স্বাধীন করেছে আমাদের দেশের ছেলে মেয়ে জীবন দিয়ে চলে গেছে সেই ছেলে মেয়ে কে জান্নাতুল ফেরদৌসের উচ্চ মোকাম দান করুন আমিন আমিন আমিন,NH,,,"এখানে সৃষ্টিকর্তার প্রতি কৃতজ্ঞতা প্রকাশ করা হয়েছে এবং দেশের জন্য জীবন উৎসর্গকারীদের আত্মার শান্তি কামনা করা হয়েছে। তাই, এটি কোনোভাবেই বিদ্বেষপূর্ণ বক্তব্য নয়।"
13072,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এই ভিডিও টা বাংলাদেশের ইতিহাসে রচিত হয়ে থাকবে।,NH,,,"ভিডিওটি সম্ভবত গুরুত্বপূর্ণ কিছু ধারণ করে, তাই এমন মন্তব্য। এখানে কেবল একটি ঘটনার ঐতিহাসিক তাৎপর্য বোঝানো হয়েছে, বিদ্বেষ ছড়ানোর কোনো চেষ্টা নেই।"
13073,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,সত্যিকারের স্বাধীনতার ঘোষক,NH,,,"শব্দবন্ধটি সাধারণভাবে কাউকে সম্মানিত করতে বা বিশেষ কৃতিত্বের স্বীকৃতি দিতে ব্যবহৃত হয়, যেখানে বিদ্বেষ ছড়ানোর মতো কিছু নেই।"
13074,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,আমরা যারা রাস্তায় নামতে পারি নি তারা বাসায় নামাজ এ বসে দুয়া করেছি। আর একবার প্রমাণ হয়ে গেল দুয়া কখনো বিফলে যায় না। শুকরিয়া,NH,,,"এই বাক্যে রাস্তায় নামতে না পারার একটা অসহায়তা এবং নামাজে বসে দোয়া করার কথা বলা হয়েছে। এখানে কৃতজ্ঞতা প্রকাশ করা হয়েছে, এবং এই পুরো বক্তব্যে কোনো বিদ্বেষপূর্ণ কথা নেই।"
13075,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"২৪ সালের স্বাধীনতার ভাষণ যা মানুষকে উদ্বুদ্ধ করে নতুন করে বাংলাদেশ স্বাধীন হয়েছে।,কমেন্ট করে গেলাম কেউ লাইক দিলে আবারো এই ঐতিহাসিক ভাষণ শুনতে আসবো। সকল ২৪ শের শহীদের লাল সালাম",NH,,,"এখানে বক্তা ২০২৪ সালের স্বাধীনতা দিবসের ভাষণ শোনার আগ্রহ প্রকাশ করেছেন এবং ভাষা শহিদদের প্রতি সম্মান জানিয়েছেন। এই মন্তব্যে কারও প্রতি ঘৃণা বা বিদ্বেষ নেই, বরং এটি দেশপ্রেম ও শ্রদ্ধার প্রকাশ।"
13076,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,এটা ২৪ এর ৭ ই মার্চ।প্রায় দিন ই ঘুরে আসি বাঘের এই গর্জন শুনতে,NH,,,"এটিতে দিনলিপি লেখার মতো একটি ঘটনার উল্লেখ আছে, যেখানে বাঘের গর্জন শোনার অভিজ্ঞতার কথা বলা হয়েছে। কোনও ব্যক্তি বা গোষ্ঠীর প্রতি ঘৃণা বা বিদ্বেষ এতে প্রকাশ পায়নি।"
13077,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,"অনেক ভয়ে ছিলাম ওদের নিয়ে,,,ওইদিন সবার চোখের ঘুম চলে গিয়েছিলো",NH,,,"কথাগুলোয় একটা উদ্বেগের সুর রয়েছে, যেখানে বক্তা একটি নির্দিষ্ট দিনে ঘটে যাওয়া ঘটনার কারণে ভয় ও আতঙ্কের কথা বলছেন। এটা একটা পরিস্থিতির বর্ণনা, কিন্তু এতে কাউকে ঘৃণা বা আক্রমণ করা হয়নি।"
13078,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,বাংলাদেশের মুক্তির মূল স্বাধীনতার ঘোষণায় এখান থেকে নাহিদ ইসলাম দিয়েছিলেন ইনশাল্লাহ জনগণ কখনো ভুলবেনা,NH,,,"এখানে নাহিদ ইসলামের একটি কাজের কথা বলা হয়েছে এবং জনগণের মনে রাখার আশার কথা বলা হয়েছে, যেখানে কোনো ব্যক্তি বা গোষ্ঠীকে ঘৃণা বা আঘাত করার উদ্দেশ্য নেই।"
13079,এক দফা নিয়ে যে বক্তব্য দিলেন সমন্বয়ক নাহিদ | News | Ekattor TV,https://youtube.com/watch?v=3ZEHeBK5olY,03-08-2024,News & Politics,প্রতিটা কথা জনগণের মনের কথা ছিল,NH,,,"কথাগুলো জনগণের অনুভূতির প্রতিধ্বনি ছিল মাত্র। এখানে কেবল একটি পরিস্থিতি বা ঘটনার প্রতিফলন ঘটেছে, যেখানে বিদ্বেষ ছড়ানোর কোনো উদ্দেশ্য নেই।"
