Text,Label,Political,Religious,Gender,Personal Offense,Abusive/Violence,Origin,Body Shaming,Misc,bangla,english
Eder keo bangladesh sena bahini te neoya hok,0,0,0,0,0,0,0,0,0,এদের কেও বাংলাদেশ সেনা বাহিনী তে নেওয়া হোক, Take them to the Bangladesh Army
Tar asol rup daklam,0,0,0,0,0,0,0,0,0,তার আসল রূপ দেখলাম, I saw his real form.
Bolata onek sohoj korate onek kothin... Apnar kothay buja zay Apni hole 12 gontar moddehi shob kichu niyntron kore pelten..,0,0,0,0,0,0,0,0,0,বলাটা অনেক সহজ করতে অনেক কঠিন... আপনার কথায় বোঝা যায় আপনি হলে ১২ জনের মধ্যে সব কিছু নিয়ন্ত্রণ করে ফেলতেন..," It's easy to say, it's hard to do... it's easy to say that you would have controlled everything in 12..."
"Oino kotha sune Andolon kre, ai obustha to hbe 😁",0,0,0,0,0,0,0,0,0," ওইনো কথা শুনে আন্দোলন করে, এই অবস্থা তো হবে😁"," The Oino will protest, and this will be the situation.😁"
"Aho vatiga, aho",0,0,0,0,0,0,0,0,0," আহ ভাইটাগা, আহ", Ah Vitaga. Ah.
Ei policegulare o eivabe guli kore mara hok,0,0,0,0,0,0,0,0,0,এই পলিসিগুলাতে ও এইভাবে গুলি করে মারা হোক, These policies should be shot like this.
Very sexxy girl 😂😂😂,1,0,0,1,1,0,0,0,0,ভেরি সেক্সি গার্ল😂😂😂, Very sexy girl😂😂😂
Vaiara tomader slot.calia jao😊😂😂😂😂😂😂,0,0,0,0,0,0,0,0,0,ভাইয়ারা তোমাদের স্লট। কালিয়া যাও😊😂😂😂😂😂😂," Brothers, your slot. Go to Kalia.😊😂😂😂😂😂😂"
"Lompot ta k firiya na uchith,onno gov k bola uchith honestly bichar kora hoba,  fashi daowa hoba na",0,0,0,0,0,0,0,0,0," লম্পট টা কে ফিরিয়া না সুদ, অন্য গভ কে বলা সুদ সৎভাবে বিচার করা হবে, ফাঁসি দেওয়া হবে না"," Don't return the loose, tell the other govt the loose will be judged honestly, not hanged"
Kandere kande mujiber maiya kandere ore lathi maro sobai,1,0,0,0,0,1,0,0,0,কান্দেরে কান্দে মুজিবের মাইয়া কান্দেরে ওরে লাঠি মারা সবাই," Cry, cry Mujib's daughter cry, cry, cry, cry, cry, cry, cry, cry."
We from india support you hasina madam. Govt property nosto korar odhikar boka cho**a chele mayader k diyeche?? Sob sala mental kaj nai asob kore berachhe.. Ora really rajakar,0,0,0,0,0,0,0,0,0,উই ফ্রম ইন্ডিয়া সাপোর্ট ইউ হাসিনা ম্যাডাম। সরকারি সম্পত্তি নষ্ট করার অধিকার বোকা চো*য়া ছেলে মেয়র কে দিয়েছে?? সব শালা মেন্টাল কাজ নাই এসব করে উঠছে.. ওরা রিয়েল রাজাকার, We from India Support you Hasina madam. Who gave the right to destroy public property to a fool of the mayor?
Tarana halim koi oke dhoru,0,0,0,0,0,0,0,0,0,তারানা হালিম কই ওকে ধর, Tarana Halim where is he?
Khomota thakle sobkotha bola sohoj,0,0,0,0,0,0,0,0,0,কমতা থাকলে সবকথা বলা সহজ, It's easy to say everything when there's less.
kufir munafek batpar fascist police bahinis of killer hasina,1,0,0,0,1,0,0,0,0,কুফির মুনাফাক বাটপার ফ্যাসিস্ট পুলিশ বাহিনী অফ কিলার হাসিনা," Kufi's profiteer, fraudulent Fascist Police Force of Killer Hasina"
Smmanito mirtu alhamdulillah pore sbai,0,0,0,0,0,0,0,0,0,স্মানিতো মারতু আলহামদুল্লাহ পরে সাবাই, Smanito Martu Alhamdullah later Sabai
Toi ajk theke blok,0,0,0,0,0,0,0,0,0,তুই আজ থেকে ব্লক, You are blocked from today
Tumi aktu besi kthai bolo,0,0,0,0,0,0,0,0,0,তুমি একটু বেশি কথা বলো, You talk too much
"Bas to valoi dilo, sobai ke",0,0,0,0,0,0,0,0,0," বাঁশ তো ভালোই দিলো, সবাই কে"," That's good, everyone."
Amar jongon 72 gonta dibo,0,0,0,0,0,0,0,0,0,আমার জনগণ ৭২ টা দিবো, My people will give 72.
Osike gonodhulai din,1,0,0,0,0,1,0,0,0,ওকে গনধোলাই দিন, Whip him up.
amra ai shadinota ki chayechilam😂,0,0,0,0,0,0,0,0,0,আমরা এই সুবিধা কি চেয়েছিলাম😂, What did we want this advantage?😂
"ami korchi lungi dance, ay amare question kor .",0,0,0,0,0,0,0,0,0," আমি করছি লুঙ্গি ড্যান্স, এই আমারে প্রশ্ন কর।"," I'm doing lungi dance. Hey, ask me."
police re shotontro koira dewar moto vul kkhonoi kora jabe na. shotontro koira dile ek dom desh khaya dibo.,0,0,0,0,0,0,0,0,0,পুলিশ রে অস্ত্র কইরা দেয়ার মতো ভুল কখনই করা যাবে না। অস্ত্র কইরা দিলে এক ডজন দেশ খাওয়া দিবো।," Don't make the mistake of giving a policeman a weapon, we'll feed a dozen countries."
Jara ai kaj karca are jorito haica tadher kothin bisar chai,0,0,0,0,0,0,0,0,0,যারা এই কাজ করে তারা প্রকৃতই আছে তাদের কঠিন সমস্যা চাই, Those who do this really want to have difficult problems
Ore OT te newya dhorkar abar.,0,0,0,0,0,0,0,0,0,আরে ওটি তে নেওয়া দরকার আবার।, We need to take it back to the.
Vai apna ra valo lok vabtam 😢 but apner kaca akta kotha rilo ....  amader sadinota koi ...kicu bola e to sadu hoirane kora police,0,0,0,0,0,0,0,0,0,ভাই আপনি রা ভালো লোক ভাবতাম বাট আপনার কথা একটা কথা ছিল.... আমাদের বাস্তবতা কই... কিছু বলা এ তো শুধু হয়রান করা পুলিশ😢," Brother, you thought you were a good guy but there was one thing about your words... where is our reality... saying nothing is just a harassing policeman.😢"
aha amar desh,0,0,0,0,0,0,0,0,0,আহা আমার দেশ, Ah my country.
Kaku samne ashe bolo!!!,0,0,0,0,0,0,0,0,0,কাকা সামনে আসে বলো!!!, Tell him to come forward!!!
Brain stromark 😮😊😁,0,0,0,0,0,0,0,0,0,ব্রেইন স্ট্রাকমার্ক😮😊😁, Brain Strackmark😮😊😁
Oi shuwar tui keda shuwarer chao,1,0,0,0,1,0,0,0,0,ওই শাওয়ার তুই কেডা শাওয়ারের চাও, Who do you want the shower?
Shala der k vate mara uchit e desh theke kono kichu e oi desher export na kore.😂,1,0,0,0,0,0,1,0,1,শালা  দের কে ভাতে মারা উচিত এই দেশ থেকে কোনো কিছু ই ওই দেশে এক্সপোর্ট না করে।😂, These bastards should be fucked by not exporting anything from this country to that country.😂
A akta dalal,1,0,0,0,1,0,0,0,0,একটা দালাল, A broker.
Oi Oci hasinar pa cataaDalal.,0,0,0,0,0,0,0,0,0,ওই ওই হাসিনার পা কাটাদালাল।," Hey, that is Hasina's leg."
"Heading ta arektu shundor kore dite parten, tahole srutikotu lagto na . Keno na deshe emnitai ruchir durvikkho cholche tarpor eshob heading er news desher vabmurti ke aro binosto korbe .",0,0,0,0,0,0,0,0,0," হেডিং টা একটু সুন্দর করে দিতে পারতেন, তাহলে শ্রুতিকটু লাগতো না। কেনো না দেশে এটাই রাগের কারণ চলছে তারপর এসব হেডিং এর নিউজ দেশের ভাবমুর্তি কে আরো বিভ্রান্ত করবে।"," If you could make the heading a little nice, it wouldn't sound like it, because this is the cause of anger in the country and then the heading news will make the image of the country more confused."
Balo mone korsilam bujesilam onutopto hobe a tho deki ulto ore tho manikkar moto mara uchit,0,0,0,0,0,0,0,0,0,ভালো মনে করসিলাম বুঝতেসিলাম অপরোক্ষ হবে এ তো দেখি উলতো ওরে তো মানিকার মতো মারা উচিত," Well, I thought it would be objective."
"Please please ei police er bicher den reporter baba 
Tomora dekeso kivabe marse
Seif police hasinar samsa",0,0,0,0,0,0,0,0,0,প্লিজ প্লিজ এই পুলিশ এর বিচির দেন রিপোর্টার বাবা তোমোরা দেখসো কিভাবে মারসে সেইফ পুলিশ হাসানের অবস্থা," Please, please give this policeman's balls Reporter Dad, you see how he hit Safe police Hasan"
Tumar naki sostha jonotar fan follower prujon nai. Sudho sekh hasinar prujon to ekhon natok korcho keno tumar moto manush Bangladesh a na thakle o cholbe.,0,0,0,0,0,0,0,0,0,তোমার নাকি অবস্থা সমাধানের ফ্যান অনুসারীর প্রয়োজন নাই। শুদ্ধ শেখ হাসিনার প্রয়োজন তো এখন নাটক করছো কেনো তোমার মত মানুষ বাংলাদেশ এ না থাকলে ও চলবে।," You don't need fan followers to solve the situation, clean Sheikh Hasina, so why are you dramaing if you don't have people like you in Bangladesh?"
Day aponar guli korte apni onumoti diyecen,0,0,0,0,0,0,0,0,0,ডে আপনার গুলি করতে আপনি অনুমতি দিয়েছেন, Day allowed you to shoot you
tui koi lukai asos re. torei to khujtesi,0,0,0,0,0,0,0,0,0,তুই কই লুকাই আসস রে। তোরেই তো খুজছি," Where are you hiding, I'm looking for you."
JARA BIYAR AGE JORMO HOY ORA HOCCE SATROLIG,1,0,0,0,1,0,0,0,0,জারাবিয়ার আগে জারোমুহ ওরা কলেজে স্যাটলাইট, Satellite at Jaromuh Ora College before Zarabia
A desh onnak sompod bedesh passar korsan,0,0,0,0,0,0,0,0,0,এ দেশ আপনাকে সম্মান দেশ পাসার করছেন, This country is honouring you country
Bessar beta ra bonduk chara mathe asis khela hobe,1,0,0,0,0,1,0,0,0,বাসার বেটা রা বন্ডুক ছাড়া মাঠে আসিস খেলা হবে, Come to the field without Bonduk
Kno guli korby seita bol....tor Soho sobar bicharer aotai ana hok,0,0,0,0,0,0,0,0,0,কেন গুলি করবে সেটা বল....তোর সহ সবার বিচারের এটাই আনা হোক, Tell me why they're shooting...
tr chokh duitate tr mama er luicchami dekhechi,1,0,0,0,1,0,0,0,0,তোর চোখ দুটোতে তোর মা এর হাসি দেখেছি, I saw your mother smile in your eyes.
Hehe khali mukhe kotha o shokti,0,0,0,0,0,0,0,0,0,হে খালি মুখে কথা ও শক্তি, O empty mouth and power
Slogan kete bolchhen kano ...or pore to aro chhilo,0,0,0,0,0,0,0,0,0,স্লোগান কেটে বলছেন কেনো...অর পরে তো আরো ছিল," Cutting the slogan and saying ""Why..."
Ei 15-16 bochor mukh diye toh ekta kotha ber holo na.,0,0,0,0,0,0,0,0,0,এই ১৫-১৬ বছর মুখ দিয়ে তো একটা কথা বের হলো না।, This 15-16 years didn't come out of my mouth.
Ei police jno bece thagte bicar hy puro jenaration jno dhake jete pari,0,0,0,0,0,0,0,0,0,এই পুলিশ যে বেশি থাকতে বাইক হয় পুরো জেনেরেশন যে ধরে যেতে পারি, This police that's too big to have bikes I can go through that whole generation
Shorbochu shasti chai dipu moni er,0,0,0,0,0,0,0,0,0,সবচেয়ে শান্তি চাই দীপু মনি এর, The peace of Dipu Moni
Shumon kaowar asholrup  dakhen,1,0,0,0,1,0,0,0,0,সুমন কাউয়ার আসলরূপ দেখেন, Suman Kauar sees the real form
Ahon Moja bojbe madam🤣,0,0,0,0,0,0,0,0,0,আহন মজা বুঝবে ম্যাডাম🤣," Ahn's gonna make fun, madam.🤣"
"Tor asol rup drkhai dili,,😂",0,0,0,0,0,0,0,0,0," তোর আসল রূপ দেখাই দিলাম,,😂"," I've shown you your true form,😂"
Biplop kumarer Bisar sai,0,0,0,0,0,0,0,0,0,বিপ্লব কুমার বিশ্বাসের ভাই, Biplab Kumar Biswas' brother
"Somoy asle ok fasi dea hobe,,,",0,0,0,0,0,0,0,0,0," সময় আসলে ওকে ফাঁসি দেওয়া হবে,,,", He'll be hanged when the time comes.
a daktar na omanus aka ainar autay ana houk,1,0,0,0,1,0,0,0,0,এ ডাক্তার না ওমানাসকা আয় নার অধীনে আনা হোক, Let's get Omanaska under the doctor
Manus thake chada nao etake ki bolben,0,0,0,0,0,0,0,0,0,মানুষ থেকে চাদা নাও এটাকে কি বলবেন, Take a piece from the man what you call it.
"😂😂😂😂plz apnera thamen,desher manush boka na,apnera ki situation bojen na,naki sobaike boka mone hoy😂😂😂😂",0,0,0,0,0,0,0,0,0,"প্লিজ আপনারা থামুন, দেশের মানুষ বোকা না, আপনারা কি সিচুয়েশন বোঝেন না,নাকি সবাইকে বোকা মনে হয়😂😂😂😂😂😂😂😂"," Please stop. People are not stupid, do you not understand the situation, or do you think everyone is stupid.😂😂😂😂😂😂😂😂"
koti taka khoros kore concert na kore eder permanent kajer bebostha korun...eraa chole gele desh dhongsho hoye jabe😥😥😥😥,0,0,0,0,0,0,0,0,0,কোটি টাকা খরচ করে কনসার্ট না করে এদের স্থায়ী কাজের ব্যবস্থা করুন... এরা চলে গেলে দেশ ধ্বংস হয়ে যাবে😥😥😥😥," Instead of spending millions of dollars on concerts, get them to work permanently...😥😥😥😥"
Welcome Kader Siddiq Sir,0,0,0,0,0,0,0,0,0,ওয়েলকাম কাদের সিদ্দিকী স্যার, Welcome Kader Siddiqui Sir
R8 shumon vai 1,0,0,0,0,0,0,0,0,0,আর৮ সুমন ভাই ১, R8 Suman Bhai 1
Ki abul tabul ktabarta,0,0,0,0,0,0,0,0,0,কি আবুল তাবুল কতবারতা, What Abul Tabul Kabarta
Haramir bacca police,1,0,0,0,1,0,0,0,0,হারামির বাচ্চা পুলিশ, Son of a bitch.
Oc k to niyog diye se asdujjaman tai ato natok sara desh ar sob oc k borkhasto kore notun kore niyog deya hok,0,0,0,0,0,0,0,0,0,ওক কে তো নিয়ম দিয়ে সে অসুজ্জমান তাই এত নাটক সারা দেশ এর সব ওক কে নিয়ম করে নতুন করে নিয়ম দেওয়া হোক, Oak is unhealthy with rules so so much drama all the Oaks of the country should be ruled and reformed.
tumi morle jati.  santi pabe,1,0,0,0,1,1,0,0,0,তুমি মরলে জাতি। শান্তি পাবে," You die, the nation will be at peace."
The are  name of bengali hhh not rohingya  alhumdulillah,0,0,0,0,0,0,0,0,0,দ্যা আর নেম অফ বাঙ্গালী হাহাহা নট রোহিঙ্গা হাহাহা, The Are Name of Bengali Hahaha no Rohingya Hahaha
I wish mujhe bengali thodi aur zyada samajh aati. Tab iss interview par aur hans paati.,0,0,0,0,0,0,0,0,0,আয়  উইল মাজে বাংলা যদি ওর জায়াদা অবস্থা আসে। ট্যাব ইস ইন্টারভিউ পার ওর হ্যান্স পাটি।, Ai Will Maje Bangla if his position comes. Tab is interview per his Hans Pati.
Soytaner khalo vai 😂😂😂,1,0,0,0,1,0,0,0,0,শয়তানের খা লো ভাই😂😂😂, Brother of the devil😂😂😂
chadabzi ke doriya den,0,0,0,0,0,0,0,0,0,চাদাবাজি কে দয়া দেন, Give mercy to the criminals
Jutar mala apnar opekhai,1,0,0,0,1,0,0,0,0,আঠার মালা আপনার অপেক্ষায়, Sticks of gum are waiting for you.
Ai mohilar sasthi chai,0,0,0,0,0,0,0,0,0,এই পাহাড়ির শান্তি চাই, The mountain wants peace.
Erpor Jara khomotai ashben Tara durniti theke jeno dure thake,0,0,0,0,0,0,0,0,0,এরপর যারা ক্ষমতায় আসবেন তারা ক্ষমতা থেকে যেন দূরে থাকে, Then those who come to power should stay away from power
Kothai acho bachadhon 😂,0,0,0,0,0,0,0,0,0,কোথায় আছো বাচদান😂, Where are you speaking?😂
Vai taka diya ghuuu kinum na ai price duniyay buhut phone ache,1,0,0,0,0,0,0,0,1,ভাই টাকা দিয়া ঘুউ কিনাম না এই প্রাইস দুইনিয়ায় ভুল ফোন আছে, Brother don't buy the money this price is wrong in Dunia
Oita sobse boro danda baz,1,0,0,0,1,0,0,0,0,ওইটা সবসে বড় ডান্ডা বাজ, That's the biggest blower.
Khankir pula toi marar ka?,1,0,0,0,0,1,0,0,0,খানকির পোলা তো মারার কা?, What the hell is that bitch?
Apnader  vlo  rakok,0,0,0,0,0,0,0,0,0,আপনাদের ভালো রাখক, Good to you.
Hsc = HighCc motor bike 😫🌼,0,0,0,0,0,0,0,0,0,এইচএসসি = হাইসিসি মোটর বাইক😫🌼, HSC = HCC Motor Bike😫🌼
Ei desh-ta eivabei nijeder modhdhe maramari kore sesh hoye jabe.,0,0,0,0,0,0,0,0,0,এই দেশ এভাবেই নিজেদের মধ্যে মারামারি করে শেষ হয়ে যাবে।, This country will end up fighting amongst themselves.
Shob eta fake,0,0,0,0,0,0,0,0,0,সব এটা ভুয়া, It's all fake.
SORDARER  MOBAIL  NO  DELE  VALO  HOY,0,0,0,0,0,0,0,0,0,সার্ভার মোবিল নো দিলে ভালো হয়, Server Mobil should be no.
🐖🐖🐖🐖🐖🐖 pig between sumon mp,0,0,0,0,0,0,0,0,0,পিগ ইনটু সুমন এমপি🐖🐖🐖🐖🐖🐖, Pig Into Sumon MP🐖🐖🐖🐖🐖🐖
Apni london keno,0,0,0,0,0,0,0,0,0,আপনি লন্ডন কেন, Why are you London?
Protarona korei kacce,0,0,0,0,0,0,0,0,0,প্রচেষ্টা করেই হচ্ছে, effort
"Tomader golpo tomrai bolo😂 Tumi bibekhin,nirbodh, monushottohin, Deulia😊",0,0,0,0,0,0,0,0,0," তোমাদের গল্প তোমরাই বলো তুমি পর্যবেক্ষণ, নির্বোধ, মানবিক, দেউলিয়া😂😊"," You tell your story. You're observation, stupid, humanitarian, bankrupt.😂😊"
Kau ka marban na.,0,0,0,0,0,0,0,0,0,কেউ কা মারবেন না।, Don't hit me.
Ei hocche ashol rup...,0,0,0,0,0,0,0,0,0,এই হচ্ছে আসল রূপ..., This is the real form.
Roni tui faltu,1,0,0,0,1,0,0,0,0,রনি তুই ফালতু," Ronnie, you're a piece of shit."
Dalal khoma chailei pawa jai,1,0,0,0,1,0,0,0,0,দালাল ক্ষমা চাইলে পাওয়া যায়," If a broker apologizes, it's available."
This Officer Awmi Dalal. Change him.,1,0,0,0,1,0,0,0,0," এই অফিসার ওমি জালাল, চেঞ্জ করো।"," This officer, Omi Jalal, change."
Dalal china oigese,0,0,0,0,0,0,0,0,0,দালাল চায়না ওগেসে, Broker China Ogese
ei kukurder fashi dithe hobe.,1,0,0,0,0,1,0,0,0,এই কুত্তাদের ফাঁসি দিতে হবে।, These dogs have to be hanged.
Tomar kono kothar mullo ekhon edesher manusher kache nai. Tumi ekhon otit.,0,0,0,0,0,0,0,0,0,তোমার কোনো কথার মোল্লা এখন দেশের মানুষের কাছে নাই। তুমি এখন অতীত।," The mullah of your words is no longer available to the people of the country, you are a past."
"Aiii hasinar jamai tura dunda,, khuni,, chor,,dakat,, sob tuder moddhe ache,,,,,,,,beda samne asi kota bol",0,0,0,0,0,0,0,0,0," এইই হাসিনার জামাই তোরা দুন্দা,, চিনি,, চোর,, উপকার,, সব তোদের মধ্যে আছে,,,বেদা দেখে আসি কটা বল"," This is Hasina's son-in-law You guys, dunda, sugar, thief, benefit, all of you."
Tumi koi aso chando?,0,0,0,0,0,0,0,0,0,তুমি কই আশ চান্দো?," Where are you, ash Chando?"
Hoise bujhi . Sheikh hasinar churi Koira 15bochor jalai gelo,0,0,0,0,0,0,0,0,0,হইছে বুঝলাম. শেখ হাসিনার চুরি কইরা ১৫ বছর চলে গেলো, I understand. Sheikh Hasina stole 15 years.
Ay mama tor shate deka kori,0,0,0,0,0,0,0,0,0,এই মামা তোর সাথে দেখা করি, Hey uncle let me see you
Amra net use korte parini kno?,0,0,0,0,0,0,0,0,0,আমরা নেট ইউজ করতে পারিনি কেন?, Why couldn't we use the net?
Ay dese ay...,0,0,0,0,0,0,0,0,0,এই দেসে এই...," Hey, hey..."
1 mash ayna ghor a rakha hok oke,1,0,0,0,1,1,0,0,0,১ মাস আয়না ঘর এ রাখা হোক ওকে, Let him stay in the mirror room for a month.
"Sry  to  say, private  medical  gulor  standard  eto  nicher?Era  manush  ke  ki  treatment  dibe? Era  doctor?How funny?",1,0,0,0,1,0,0,0,0,"সরি  টু সে, প্রাইভেট  মেডিকেল  গুলোর  স্ট্যান্ডার্ড  এতো  নিচের?এরা  মানুষ  কে  কি  ট্রিটমেন্ট  দিবে? এরা  ডক্টর?হাউ ফানি?"," Sorry to her, private medical standards are so low?"
"Desher taka firaya de, chor shal",1,0,0,0,1,0,0,0,0," দেশের টাকা ফেরত দে, চোর শাল"," Give me the country's money, thief shawl."
OI ENGINE TA KETE DEYA HOK.,1,0,0,0,0,1,0,0,0,ওই ইঞ্জিন টা কেটে দেয়া আছে।, That engine is cut.
"Raznitir boro ovhiggota awamleage er e ase, tara e zokhon bad, r kaw k to gonai dhore kew",0,0,0,0,0,0,0,0,0," রাজনিতির বড় ওভিগগোটা ওবামেজে এর এ আসে, তারা এ যখন ব্যাড, আর কেউ কে তো বানাই ধরে কেউ"," The big Oviggota of the ruling party comes to the Obamase, when they're bad, and someone else makes someone."
"Bangladesher ponga mara geche.....
Sudhu kela keli , khuno khuni...lut maar..... chala

Ortho niti....?",0,0,0,0,0,0,0,0,0," বাংলাদেশের পাঙ্গা মারা গেছে..... শুধু খোলা খালি, খুব খুশি...লুট মার.....চালা অর্থ নিটি....?"," Bangladesh's panga is dead...only open, very happy..."
"oi chatro gulo valo tai akhono kichu bole nai . Amader samne eirokom korle salar pant khular ato iccha , salake pant khule puro elaka ghuratam.",0,0,0,0,0,0,0,0,0," ওই ছাত্রগুলো ভালো তাই এখনো কিছু বলে নাই। আমাদের সামনে এরকম করলে শালার প্যান্ট খোলার এত ইচ্ছা, শালাকে প্যান্ট খুলে পুরো এলাকা ঘুরাতাম।"," Those students are good and haven't said anything yet. If he did this in front of us, he wanted to take off his trousers, I'd take him out of the area."
Tui hla canca akn desh taika bagcot kere,1,0,0,0,1,0,0,0,0,তুই হালা পারবি এখন দেশটাই ব্যাগকোট করে, You can bag the country now.
Pagoler desh bangladesh,1,0,0,0,1,0,0,0,0,পাগলের দেশ বাংলাদেশ, Bangladesh is a country of crazy people.
"PURANA PAGOLE  E BHAT PAY NA,  AI NOTUN PAGOL ASLO KOTHEKE ?
BHAGSO KITHAR LAIGGA ? 
KITHARE BA? CHURI  KORIA FAD BHORCHE NA NE ?  ARO KHAITA NE????",1,0,0,0,1,0,0,0,0," পুরানা পাগলে এ ভাত  পায় না, এই নতুন পাগল আসল কোত্থেকে ? ভাগস কিসের লিগা ? কিথারা বা ? চুরি কোরিয়া ফাড ভরছে না নে? আরে খাইতা নে????"," The old mad doesn't get rice, where did this new mad come from?"
aha ey qus gulo jodi goto 15 bochor dhore kora hoto tahole aj amader deshe soiracar er utthan e hoto na,0,0,0,0,0,0,0,0,0,আহা এই কুস গুলো যদি গত ১৫ বছর ধরে করা হতো তাহলে আজ আমাদের দেশে সাইরাসের উত্থান এ হতো না," If these couss were done for the last 15 years, we wouldn't have had Cyrus rise in our country today."
Fasi sai ato kiso bojina,1,0,0,0,0,1,0,0,0,ফ্যাসি ভাই এত কিছু বুঝি না," Facie brother, I don't understand that much."
Jemon kormo temon ffol.. ki opo kormo korecho seta chintaa kore maf chaoa uchit e jatir kache,0,0,0,0,0,0,0,0,0,যেমন কর্ম তেমন ফল.. কি অপ কর্ম করেছো সেটা চিন্তা করে মাফ চাওয়া উচিত এ জাতির কাছে," Just what you did, you should apologize to the nation for what you did."
Pagola koi ki,0,0,0,0,0,0,0,0,0,প্যাগোলা কই কি, Where's Pagola?
Becharaa hatey hariken.. Guyai vash...Onek natok kora sobr valobasha paisilo.. But natok dora khaia gesey.. Real broker..,0,0,0,0,0,0,0,0,0,বেচারা হাতে হারিকেন.. গায়েই ভান...অনেক নাটক করা সবার ভালোবাসা পাইসিলো.. বাট নাটক ছাড়া খাওয়া যায়.. রিয়েল ব্রোকার.., Poor man with a hurricane in his hands... played a lot of dramas... but eat without dramas... Real Broker...
Tore o Paile khaibo,0,0,0,0,0,0,0,0,0,তোরে ও পাইলে খাইবো, He'll eat you if he finds you
Akta mohilar upor jay kahocce  tahole pourus hole kikorto,0,0,0,0,0,0,0,0,0,একটা পাহাড়ির উপর দিয়ে যাচ্ছে তাহলে পাহাড় হলে কিকরতো, It's going over a mountain. What would it do if it was a mountain?
Tui moira jaa.,0,0,0,0,0,0,0,0,0,তুই মইরা যা।, You die.
Pls media present govt. Ke help korun competetor hoben  na. Amader pupils der blood nia tamasha korben na. Roni Shaheb pls apnar kas theke constructive discussion chai. Apnake smra respect kori.,0,0,0,0,0,0,0,0,0,প্লিজ মিডিয়া প্রেজেন্ট গভর্নমেন্ট। কে হেল্প করুন প্রতিযোগী হবেন না। আমাদের ছাত্রদের রক্ত নিয়ে তামাশা করবেন না। রনি সাহেব প্লিজ আপনার কাছ থেকে কনস্ট্রাক্টিভ ডিসকাশন চাই। আপনাকে শ্রদ্ধা করি।, Please Media Present Government Help. Don't be a competitor. Don't make fun of the blood of our students.
Maira la magiee rey,1,0,0,0,1,1,0,0,0,মাইরা লা ম্যাজাই রে, Mair la Magi re
Police er vumika aj dhekhar moton silo eh naki tara niropekkho thake,0,0,0,0,0,0,0,0,0,পুলিশ এর উকিল আজ দেখার মত ছিল এহ নাকি তারা সতর্ক থাকে, The police's lawyer was worth seeing today
"Apnr dorodh deki utliye porse 
asuk na ak bichr diye toder ses kore dewa hbe indian raw ayna gono hottah chaliye c li mone nai akon",0,0,0,0,0,0,0,0,0,আপনার ক্রোধ দেখি উঠিয়ে পড়ছে আসুক না এক বছর দিয়ে তাদের শেষ করে দেওয়া হবে ইন্ডিয়ান রও এনা গণ হওয়া চালিয়ে সি লি মনে নাই এখন," Your anger is rising up. Let's go a year and put them down. Indian Rao Ana go on to be a generation, See Lee remembers now."
"Arokom kharap achoron.. 
Ki vabe kore koto boro beyadop",0,0,0,0,0,0,0,0,0,এরকম খারাপ আচরণ.. কি ভাবে করে কত বড় বেয়াদব , Such bad behavior... how can he be so rude
ader jonmer kunu thik nai....,0,0,0,0,0,0,0,0,0,এদের জনের কিছুই ঠিক নাই...., One of them is not okay...
"Ahare  koto marce,  bechara",0,0,0,0,0,0,0,0,0," আরে কত মারসে, তাছাড়া"," Besides, how much he hit me."
Alhamdulillah jamunay kaj Kore Ami gorbito❤,0,0,0,0,0,0,0,0,0,আসশালা মু আলাইকুম যমুনায় কাজ করে আমি গরীব❤, I am poor working in Jamuna❤
"Apo apnar ato dhoirjo allah kivhabe dilo, je apni ato time ai dui mohilar vhul vhal kotha bartha sunlen and thanda mathai puro pogram ta ses korsen. Ami thakle ader mair lagaitam.",1,0,0,0,1,1,0,0,0," আপনি এত দ্রুত আল্লাহ কিভাবে দিলেন, যে আপনি এত সময় এই দুই পাহাড়ির ভুল ভুল কথা বার্তা শুনলেন এবং থানা মাথায় পুরো গ্রাম টা শেষ করছেন। আমি থাকলে এদের মাইর লাগাতাম।", How did God give you so quickly that you heard the mistakes of these two hillmen and finished the whole village in the head of the police station?
Ai montri amra chai na 😂😂,0,0,0,0,0,0,0,0,0,এই মন্ত্রী আমরা চাই না😂😂, We don't want this minister😂😂
Oi thanar shokol kormocortader bicharer dabi janassi .....,0,0,0,0,0,0,0,0,0,ওই থানার সকল কর্মকর্তাদের বিচারের দাবী জানাই....., I demand justice for all the officers of the police station...
"Satroder kace amon bebohar ami kokhono asa kori nai,,,, ci ci ci!!!!! Satro vaira! Ci!!! Anara 1ta baro ki vabcen tader poribarer kotha,,,, sekh hasinar thekeo to besi ottach kortecen anser der opor!""""!",0,0,0,0,0,0,0,0,0," সদস্যদের কাছে এমন ব্যবহার আমি কখনো আশা করি নাই,,, সিসি সিসি!!!!! সদস্য ভাইরা! সি!!! অন্যরা ১টা বড় কি ভাবছেন তাদের পরিবারের কথা,,, শেখ হাসিনার থেকেও তো বেশি অটচ করতেছেন আনসার দের উপর!""""!"," I never expected such treatment from the members, CC CC!!!! Members, CC CC!!!!"
Bagladesh er worst internet service dey teletalk,0,0,0,0,0,0,0,0,0,বাংলাদেশ এর সবচেয়ে খারাপ ইন্টারনেট সার্ভিস দেয় টেলিটক, Bangladesh's worst Internet service provided by Telecom
TUR GHUER   VETURE  MORICH   DUKABU   SOWORER BACHA.,1,0,0,0,1,0,0,0,0,তোর গায়ের ফর্সা রং ফর্সা করার চেষ্টা কর।, Try to make your skin fair.
